Gene,logFC,pVal,pAdj,sdSF,sdGC
PVT1,-1.195680543,0.185765153,0.495574204,5.670261,6.605169
1110020A21RIK,0.627835016,0.563908077,0.814358451,25.797313,5.740673
1600020E01RIK,0.414695808,0.130437304,0.418152512,71.00104,65.70754
9330151L19RIK,0.521399577,0.446732019,0.741723389,19.06739,14.74276
GM26760,1.048195861,0.354400063,0.672936671,15.234132,8.393342
1700086O06RIK,0.212251714,0.74366409,0.902392862,26.65298,13.78771
C330013E15RIK,-1.080129068,0.488962951,0.77037335,22.39321,14.54258
GM9917,0.034186767,0.957964451,0.986752057,13.76656,6.397689
1810034E14RIK,0.226438973,0.787561144,0.921243544,9.592916,7.340851
GM19705,-0.027336999,0.937069664,0.979092408,13.83551,12.72618
B230354K17RIK,0.158109362,0.589219869,0.827874116,24.88889,24.42887
D130020L05RIK,-0.0000927,0.999918667,0.999918667,29.17618,15.0761
9230114K14RIK,-2.283939244,0.000244061,0.006183279,15.11101,15.51511
2310010J17RIK,0.475609445,0.140796374,0.434716786,31.20183,39.78096
GM16740,-0.827672934,0.139116704,0.432086935,15.692806,9.529665
9330159M07RIK,-0.30733205,0.684783427,0.877052624,11.56499,23.0301
2700038G22RIK,0.175624889,0.665360875,0.866757236,26.13297,11.10874
MM2PR,0.49952535,0.422376391,0.72585997,35.35827,24.42831
SNHG5,0.323254782,0.26448698,0.58699296,65.11952,25.24609
BC065403,0.271171468,0.26117812,0.583742499,66.91032,49.28856
2900076A07RIK,0.441569702,0.023799251,0.157691443,55.97514,50.11163
1300002E11RIK,0.024425636,0.878778694,0.956285655,125.24644,66.26988
A230107N01RIK,1.138191119,0.40890547,0.714534927,9.822355,7.795172
1700007L15RIK,0.294427194,0.561348918,0.813119589,37.93933,25.42549
1700028E10RIK|GM3704,-0.035138347,0.946620601,0.98327089,10.546156,7.215235
E030030I06RIK,0.387216834,0.405858633,0.712842049,20.71416,12.55953
TNFSF12,1.37418935,0.007021856,0.070929805,19.62164,10.41626
ZFP87,0.086560947,0.683088898,0.877052624,32.46509,34.10783
RPS18-PS4,0.400347807,0.351064439,0.671017354,5.975992,3.865797
4732491K20RIK,-0.420702931,0.729886297,0.897779068,8.623682,6.993862
2310001H17RIK,0.902707465,0.000320489,0.007489396,77.00734,27.07189
9430065F17RIK,-0.553764954,0.701638226,0.884885379,7.456472,11.546378
C030034L19RIK,0.85079824,0.164189313,0.46850958,22.01337,14.38444
1500026H17RIK,1.247987119,0.092350073,0.348247856,36.16563,17.10703
THOC2L,0.462779548,0.039356644,0.215641173,110.47233,94.05952
GM17399,-0.143155898,0.909951271,0.967207649,5.784479,4.943225
9230116N13RIK,1.186344059,0.339576812,0.661123371,14.005265,5.125333
1810014B01RIK,0.014717351,0.974109194,0.992280329,53.85991,53.98511
MIR155HG,1.058374065,0.019324853,0.137733269,27.49404,12.65996
GM26520,0.451655639,0.689682665,0.87968317,7.104423,3.905403
9530026P05RIK,2.849292109,0.001514121,0.023612139,14.342808,2.595907
5830432E09RIK,0.032935304,0.932507475,0.977522063,40.94124,30.52532
GM17634,1.161660761,0.234505265,0.555552872,22.657346,9.318626
PTGES3L,0.701595095,0.66105532,0.865034948,12.377293,6.825918
4933406C10RIK,2.452831362,0.020166448,0.141336464,19.097494,5.303593
3110045C21RIK,-1.19615742,0.355663489,0.674117665,7.288648,10.066726
4930558J18RIK,-1.282628422,0.142844774,0.437760938,11.74831,10.64715
JPX,-0.160440511,0.716399386,0.892336132,18.3222,16.86339
GM26797,-0.801402157,0.622561162,0.845031653,5.252693,11.445945
C920006O11RIK,-0.633993042,0.211342005,0.529666131,14.07098,9.576193
6230400D17RIK,-0.166343858,0.788120845,0.921278786,24.04597,22.67876
6430590A07RIK,0.384032189,0.194630382,0.508836211,39.51029,42.18867
E230029C05RIK,0.914875837,0.077422121,0.316243598,32.8893,18.38151
4930578M01RIK,-2.026491398,0.00801373,0.077499051,4.991958,13.368854
DLEU2,0.110262034,0.58204038,0.823246334,199.5568,209.8671
1110019D14RIK,0.048599564,0.94020453,0.980773512,11.26956,15.15397
1700101I11RIK,1.000923635,0.386207399,0.698089269,8.704021,3.999705
GM16973,0.224476571,0.65710441,0.862460148,18.939907,8.755369
GM6225,0.583483474,0.481579559,0.765569211,18.20822,14.39052
GM26533,-2.059909205,0.019955023,0.140294478,1.761264,5.298918
6030442K20RIK,1.021489493,0.095459652,0.35490522,13.155089,6.419928
5430416N02RIK,-0.23935982,0.511784526,0.784525772,32.70671,34.70448
4833407H14RIK,1.290295402,0.13146994,0.419938536,24.206993,6.498462
B230217O12RIK,1.07353063,0.021302245,0.14654185,24.85611,13.17385
2700046G09RIK,-1.548224481,0.164959049,0.469508114,5.150833,12.827656
GM16685,1.432729534,0.163045826,0.46703412,9.933194,6.734896
A930007I19RIK,-0.132340058,0.739355134,0.901353526,16.96784,18.40832
0610038B21RIK,0.606453525,0.568767753,0.816690821,30.05472,22.2272
GM16894,1.40792842,0.269929435,0.593246093,7.499982,2.704871
GM9625,0.805238096,0.50897476,0.782763677,9.668465,3.341513
4933404O12RIK,-2.07571363,0.073477497,0.307098527,3.187747,14.826639
PTPRV,0.287632687,0.844333963,0.943243246,15.380353,9.194815
ZFP82,0.742094258,0.117607452,0.397412743,18.163687,6.121123
2700099C18RIK,-4.092964621,1.41E-16,4.08841E-14,6.937323,31.911729
BVHT,0.143902798,0.845075866,0.943251859,14.52587,11.38397
BIN2,-0.103850056,0.764552045,0.912045057,51.6943,62.39683
GM5914,-0.105351024,0.686453912,0.87722871,65.48642,22.57112
RASSF10,0.919110409,0.402151089,0.710540188,10.076719,5.577462
RNF113A2,-0.348245257,0.102762148,0.370213289,26.43695,19.5555
CCDC166,0.193947835,0.742743419,0.902357615,26.42221,14.5411
SOWAHC,0.75094592,0.05655821,0.265263929,20.76711,15.22491
BC051537,1.444361759,0.124354103,0.40849013,16.276297,6.851442
SNHG6,-0.742690917,9.25414E-05,0.002909478,21.01802,33.76247
RPL24,-0.746727993,1.97194E-05,0.000779665,545.704,735.5147
LOCKD,-2.930328517,3.09E-29,3.02E-26,51.75553,126.90411
PIGBOS1,-0.002102606,0.991852609,0.997653098,83.14193,79.43212
PET117,0.586710941,0.302830139,0.625928909,8.837867,4.759079
MRIP-PS,0.174464987,0.441577883,0.739655273,56.18594,40.4767
MIR8097,0.396986831,0.471350774,0.759146269,10.003881,3.077604
GM19353,0.269545982,0.646409298,0.856405938,8.343846,16.164215
KCTD12,1.344954627,3.82448E-07,2.50544E-05,91.65145,30.43045
1500015A07RIK,0.228882666,0.53246826,0.796878583,25.48553,29.01759
JMJD7,-0.077358088,0.886117396,0.959536626,23.72819,18.00819
ZFP953,1.117138624,0.015942493,0.121347409,28.79578,20.9126
1500004A13RIK,0.044801317,0.963138413,0.988554074,8.246739,4.075918
TMEM185B,0.009690467,0.979502195,0.993827336,37.25083,24.27614
GVIN-PS4,2.315297449,0.306962993,0.630626196,14.00021,4.033772
ATF7,0.34586728,0.199319251,0.515026797,66.48594,69.77135
GVIN-PS2,2.751881301,0.008192259,0.078546359,19.980152,6.984244
1700097N02RIK,-0.649962865,0.026582297,0.16877495,92.14878,76.6508
XNDC1,-0.212666589,0.530124582,0.795555132,17.431701,7.879953
H3C8,-5.409611015,1.01531E-06,6.11409E-05,0.6094972,17.3598589
H3C4,-1.245527257,0.272840759,0.596629576,11.37868,11.13244
2900093K20RIK,0.471706153,0.156905394,0.457985505,24.01186,24.38072
ZFP383,-0.188354378,0.869296535,0.952387926,10.03878,10.129
2900052N01RIK,0.387814522,0.452108942,0.745996276,8.450936,7.646094
RPS10-PS2,-0.691913978,0.292793527,0.616284412,5.94627,4.054954
GM7160,-0.046635146,0.918727494,0.970091474,11.58779,16.63437
2810013P06RIK,-0.00590148,0.979468935,0.993827336,45.64545,55.68029
GM8226,-0.366642736,0.559047409,0.812570115,27.72355,18.83886
BCL2A1D,0.364908574,0.473575792,0.760723934,38.79522,32.3871
GM6501,-1.174596144,0.33078239,0.653756613,10.99495,17.72499
GM29642,0.545237547,0.336948135,0.658695833,9.970114,10.492155
2410022M11RIK,-0.102795523,0.891272798,0.961114375,18.26461,25.10661
2310068J16RIK,-3.418888728,0.001119522,0.019052562,1.029788,11.791758
GM19585,0.412894516,0.402464033,0.710653867,21.02595,12.26327
PPP1CCB,-0.407314132,0.609600727,0.838652185,34.66924,31.38668
2610306M01RIK,-0.591470934,0.271625591,0.594988543,21.7166,15.66654
1810006J02RIK,1.192679329,0.314465074,0.63785201,16.33265,7.992646
GM20324,-0.807672073,0.136974108,0.428321073,25.04048,20.68759
H3C7,-4.749855289,0.000139303,0.0040241,0,10.51543
6030407O03RIK,0.432411654,0.620655502,0.843834942,16.1912,13.97779
2810414N06RIK,-0.616307293,0.573969746,0.818927652,7.729451,10.210653
1700120C14RIK,-0.055098093,0.935348489,0.978482438,20.59363,15.28183
GM5511,1.215256563,0.031588117,0.188266139,33.95699,16.83812
9430060I03RIK,-0.800845919,0.407850777,0.713966863,11.06565,16.70282
1810044D09RIK,1.282353415,0.085904473,0.334745229,27.02653,6.199633
GM29461,0.804129617,0.245287205,0.567947614,21.27181,10.08351
RPS23-PS1,-0.246726032,0.114403082,0.391692336,916.0595,829.9761
GM15459,-0.581776173,0.499457709,0.777723456,8.666537,8.305122
IPW,0.6736777,0.327216882,0.649744416,13.70614,7.49128
GM10925,0.826165513,0.62148711,0.844379007,14819.97,12513.05
GM12669,0.876240684,0.016042923,0.121821985,22.79333,10.59171
GM9320,0.850107293,0.45024875,0.743906516,15.917834,5.632207
2810454H06RIK,0.090768746,0.827453656,0.936307072,19.17569,13.06695
NSCME3L,0.091741485,0.935020165,0.978322021,5.908472,5.527484
1700108F19RIK,2.253820459,0.124509054,0.408586136,24.287156,4.616122
A630072M18RIK,0.492928937,0.140779166,0.434716786,22.22776,33.74061
2610016A17RIK,0.357581787,0.557752491,0.811578066,24.51045,14.51285
GM17971,0.507602353,0.606171399,0.836887422,5.622852,4.224699
1700008J07RIK,-0.151425576,0.861742457,0.948692283,21.23509,11.64424
PLET1OS,4.68085566,0.000775328,0.014366051,10.424423,0.478632
H3C10,-4.14203912,4.29032E-09,4.55847E-07,4.977496,21.507245
GM19412,0.497360902,0.664017083,0.866304098,11.598747,4.323468
GM336,1.946849602,0.093981145,0.351268272,13.214804,3.610656
CSNK2A1-PS3,-0.088846122,0.895155398,0.962731699,34.5431,42.93114
KCNQ1OT1,0.526364962,0.030625225,0.18426856,525.4527,501.7783
2310040G24RIK,0.082205797,0.891417923,0.961114375,17.32813,11.41962
1700026F02RIK,0.610552525,0.680793433,0.876447436,7.280931,4.140945
1700096K18RIK,0.135763844,0.736868644,0.900004084,33.36736,21.21853
9130401M01RIK,-0.264290159,0.629695176,0.848462769,20.56276,42.72524
GM5441,2.32779548,0.013450358,0.10888948,32.40444,15.10433
GM17748,0.115208195,0.880832771,0.957211895,5.820178,3.71391
CHASERR,0.052034639,0.743341525,0.902357615,169.0394,157.6453
H3C11,-3.368717315,0.000176575,0.004808059,6.968096,39.364731
BCL2A1A,0.089179773,0.8946962,0.962436167,30.66019,15.40483
GM20257,0.427154573,0.605528505,0.836240303,18.924892,9.757913
OLFR1034,3.197289327,0.010586917,0.093808352,13.781646,2.788927
ZBTB11OS1,0.443522316,0.409574677,0.715220031,31.61108,18.0203
1810041H14RIK,0.419314611,0.563967858,0.814358451,18.31418,6.78057
PCDHGA10,3.618994456,0.00349471,0.043220124,17.717767,2.295352
SNRPN,0.112083409,0.860200208,0.948276715,50.17761,56.53839
SH2D1B1,2.689261964,0.028439562,0.17641768,15.051031,2.955717
PCDHGA12,1.845248723,0.042799462,0.225446212,9.228681,1.976112
BC085271,1.016118468,0.203966158,0.52142136,10.68632,3.55367
THAP6,0.405118559,0.46366638,0.753574676,19.51056,25.99345
NAALADL2,0.407610318,0.58935994,0.827874116,46.97255,55.33239
NORAD,0.169434635,0.435997857,0.736241602,137.4783,145.2
PCDHGC3,1.979989516,0.142011176,0.436559421,12.47648,4.80389
ZC3H11A,-0.23790118,0.196492649,0.511044087,188.3544,151.8962
GM8797,-0.86018781,0.000411076,0.00896408,139.8806,263.6484
GM32200,0.165158548,0.842920273,0.942930733,12.45155,10.05142
PCDHGA7,-0.383621387,0.808297403,0.929606806,12.32597,11.38773
PCDHGA5,0.55006631,0.73766775,0.900632934,8.733957,7.654613
TSTD1,0.430351469,0.610475448,0.838881349,5.843462,3.201442
PCDHGB5,-0.347131329,0.762429285,0.91093013,11.30557,17.79473
TIGD5,-0.381635338,0.663308125,0.865825869,12.380294,6.374611
IGHD,0.172234339,0.79429923,0.92399345,19.04525,26.03649
GM37065,-0.377657418,0.064879256,0.286374464,75.98931,71.13549
RHBG,4.462208894,0.003386955,0.042415341,17.385862,1.122992
GBP6,0.119036371,0.743171646,0.902357615,76.7523,40.09646
GM5547,-0.340347942,0.595325097,0.83111602,17.36251,12.53638
3110039M20RIK,-0.054382318,0.948605824,0.984245332,10.151284,9.689925
SNHG8,-0.264934834,0.173062108,0.480413975,47.68157,20.45246
GM5297,0.864895895,0.285637837,0.608384112,20.14547,12.04613
RPL36A-PS2,-0.477091997,0.00081251,0.0149138,123.2656,195.1116
GBP5,2.080083358,0.003912523,0.046847281,27.474845,5.959203
IGLC3,0.574663485,0.146179752,0.443467618,176.62749,89.09847
4930519L02RIK,1.748401794,0.214090511,0.531643955,11.604084,3.970907
MIR703,-0.659116877,0.024087253,0.158761303,6.28261,14.73468
H2BC18,-5.157064041,2.16652E-08,1.89504E-06,1.05262,19.563
GM6204,0.270887074,0.643572492,0.855092881,5.447037,2.140236
WDR46-PS,0.287377273,0.728771692,0.897220991,10.520282,7.454125
IGLC1,0.235802023,0.649437485,0.858369297,573.7748,483.6504
AI506816,-0.938230232,9.13233E-06,0.000402774,19.24129,34.99057
GM4332,-0.091316603,0.636497999,0.852703601,146.3643,129.6283
5830416I19RIK,0.604641209,0.291858168,0.615573288,17.3517,7.511587
GM36266,0.492407202,0.281549371,0.604391061,23.19912,14.42678
TMEM265,-0.934015101,0.071552619,0.302293402,11.33502,16.30719
D5ERTD605E,-1.839072507,0.002121677,0.030560347,13.33423,22.39323
PEG13,1.008463482,0.056569985,0.265263929,25.878487,8.785817
GTF3C2,0.51129543,0.033246524,0.194594704,95.29617,39.05284
MRPL33,-0.15594633,0.259419173,0.58266045,200.4708,160.9495
RPL7-PS7,-0.14949645,0.834864266,0.939447306,4.302652,2.411283
DANCR,0.26262545,0.500565471,0.778141654,48.60463,23.25502
5930430L01RIK,0.006681104,0.981563447,0.994791905,42.69099,35.56014
0610012G03RIK,0.076003701,0.73208362,0.898484955,192.6859,220.7382
1110006O24RIK,-0.269145568,0.764095388,0.911708695,10.98426,10.80629
GM9794,-0.533115479,0.054216651,0.259038788,10.87863,12.27604
MPV17,0.263363323,0.328963965,0.651944765,62.61845,62.70112
GM4366,0.62191656,0.316538145,0.639571265,26.93833,34.29298
ZFP862-PS,-0.459011762,0.169334937,0.476077773,79.57259,116.29829
TRBV4,-0.241136118,0.613137458,0.840730523,15.319915,6.724162
2900060B14RIK,0.239631054,0.7508682,0.905833096,21.025444,5.768558
GM2011,0.125868746,0.861549888,0.94858272,28.73412,12.25829
4930417O13RIK,0.807788758,0.069372151,0.297822806,25.62034,14.35305
5430431A17RIK,0.221373455,0.649692569,0.85845429,61.73268,35.81705
PNMA8C,0.888916621,0.078780743,0.318336023,24.12626,14.23188
SNHG1,-0.521746852,0.046334135,0.234965685,63.53768,76.67309
PARTICL,0.414400928,0.648396594,0.857790069,14.82476,12.18886
GM33989,0.355310459,0.561436593,0.813119589,178.2583,176.3322
GM34121,0.8226807,0.325560713,0.648592227,19.225387,9.240676
GM18959,0.247016215,0.786195951,0.920921279,13.726576,8.041199
4833411C07RIK,0.292121727,0.851073884,0.945028011,7.062073,5.233827
GM32031,-0.021300067,0.956433891,0.986292922,26.07385,13.31611
GM35339,0.214360497,0.810670596,0.93075233,8.459987,4.093827
E230032D23RIK,0.191505743,0.565767605,0.815166592,32.21537,17.15866
GM2814,0.426601405,0.682166068,0.877052624,14.678218,7.380153
PRMT1,-0.425639498,0.0385789,0.21338585,39.18201,35.39495
SAMD4B,-0.390822712,0.081614409,0.325146668,21.66369,44.67836
A930037H05RIK,0.359221277,0.718867365,0.893438393,14.543004,8.149052
NUP62,-0.929099333,0.009226847,0.085532706,36.87925,55.53352
MUC16,1.823356289,0.22630986,0.546642005,93.27628,26.53649
GM31166,-1.798467627,0.015894673,0.121138587,7.429453,8.816121
GM35315,-0.860190959,0.487822253,0.769244941,8.948786,10.031604
E330011O21RIK,-0.181550945,0.901168619,0.964181599,7.673391,10.818338
HSPA14,-0.327621801,0.046902857,0.236736953,74.10812,28.69885
CHMP1B,0.216438809,0.18427358,0.493283475,92.17919,48.81688
GM7600,-0.032910031,0.964219346,0.98917457,3.542917,3.391361
EXOSC6,-0.28261917,0.382653772,0.695754901,66.57905,53.61394
GM19196,-0.670992035,0.45678736,0.749282904,5.955965,8.089138
GM5907,-0.403443162,0.542330391,0.802933699,20.67943,25.65956
VMN2R29,-0.927540337,0.437657305,0.737142482,9.367565,15.358105
5830408C22RIK,-0.732200958,0.100339827,0.3653569,19.64989,28.85446
GM42067,0.030459346,0.936950292,0.979033017,30.66334,30.37826
BTF3-PS18,1.19671838,0.207510173,0.526290256,14.479571,3.684151
IGIP,0.008247268,0.982646297,0.995047478,34.23934,15.0732
PDE2A,0.009895821,0.989341066,0.997295535,18.62726,40.84505
FLT3L,-0.00596555,0.990691614,0.997653098,33.72751,11.13691
TINCR,0.542941324,0.669789419,0.869077104,11.65583,6.730706
TIMM10B,1.035031482,0.245161294,0.567740036,21.206011,8.787474
GM5905,-0.498976552,0.14181623,0.436559421,3.833942,5.319194
GM45871,-0.629492763,0.276267054,0.59953663,19.70401,21.23809
1700012D14RIK,-0.209388607,0.527457619,0.794230039,25.48474,25.17141
MUP22,1.344571517,0.374562728,0.690513202,15.753898,5.173267
GM10033,-0.172349361,0.604140392,0.835455407,34.43314,45.66779
GM32856,1.02167568,0.093238966,0.349945062,54.18473,15.1717
LNCBATE1,0.008450765,0.992427091,0.997653098,27.52332,27.23154
GM39822,-0.19381974,0.791673316,0.922813365,9.552575,14.944146
GM38574,-1.832364654,0.010041018,0.090299949,1.559368,2.85257
GM10060,1.733339806,0.012361468,0.103278286,5.617998,1.851958
GPX4-PS2,0.141893212,0.626614727,0.847228565,367.865,610.3856
NUDT8,-0.441624379,0.285935136,0.608773809,34.40661,65.89996
GM33619,0.316114773,0.670416636,0.869077104,19.01294,11.25001
GM2981,-0.090733386,0.858986725,0.947768969,37.09415,19.32542
GM20300,0.484428456,0.113771713,0.390641165,30.52581,17.04262
GM6545,1.064976211,0.08207175,0.325975999,19.07951,10.53343
GM39302,4.046923968,0.018585907,0.134472992,15.8405287,0.5144862
RPL32L,0.921456348,0.357280273,0.675596284,9.488811,3.084018
BTBD8,-0.407325452,0.218907697,0.536795273,43.06269,31.48956
PIK3R3,-1.75308107,0.071096974,0.301262602,5.260725,15.697317
GM47324,1.1265974,0.274373801,0.598644176,19.21372,10.25672
D830035M03RIK,-0.172508828,0.879790037,0.956806538,9.974588,8.27198
GM8899,2.298046879,0.105455307,0.375765531,10.688537,1.635748
GM5176,-0.907728295,0.345358792,0.666907081,6.483383,9.057563
LILRB4B,0.375252451,0.787925844,0.921278786,17.258044,7.204604
PBLD1,1.196453456,0.044229677,0.229344172,20.337293,7.823309
LILRB4A,0.042693086,0.957827234,0.986752057,16.84643,12.99883
BC024063,0.614819627,0.602017447,0.833919063,6.080741,5.635603
A830082N09RIK,0.229669947,0.732139728,0.898484955,12.514058,8.701196
SRP54B,0.443218467,0.061490629,0.278093233,42.69246,38.73748
4933412E12RIK,-0.818510003,0.381915717,0.695328046,7.734198,8.384162
A730063M14RIK,0.034894753,0.954295019,0.985975121,7.185082,3.173149
GM32687,0.047967355,0.951311403,0.985228379,33.45696,16.91066
GM5512,0.228184024,0.641677216,0.854613534,20.24143,15.70295
D430020J02RIK,-0.505959308,0.603000176,0.834627911,10.0567,10.5257
5830428M24RIK,0.766233222,0.0128036,0.105231474,90.48816,39.59691
RPS18-PS5,-1.239208351,0.030021631,0.182229434,12.537347,9.763815
GM2614,0.155106933,0.85025115,0.944830828,3.74628,3.715263
GM46430,1.043287938,0.009497712,0.08710109,28.48425,16.89965
4921525O09RIK,0.191069052,0.802220542,0.926730473,29.93391,18.94736
TES3-PS,-0.58899118,0.4092349,0.715030781,5.469426,7.10869
GM48551,-0.009617817,0.992496104,0.997653098,6.799624,3.035636
GM19195,-0.222378852,0.814679019,0.932311359,9.710747,7.621271
GM3791,0.809158942,0.399068167,0.707751326,10.251097,4.788572
ZFP935,-0.512409419,0.183073991,0.491662004,19.80462,28.01757
4930447K03RIK,-0.003338019,0.99753663,0.999323758,14.517465,9.702175
GM36756,-0.586024761,0.529416165,0.795419719,14.68133,16.69647
ADAT3,-0.522122731,0.602961948,0.834627911,8.972052,10.175097
GM10432,0.087027321,0.959684442,0.987433832,8.376795,10.68774
SNHG10,0.875979771,0.064663404,0.285837074,57.07432,13.54647
5033406O09RIK,0.584006833,0.643771391,0.855247686,13.474911,6.617715
NDUFB1,-0.146764868,0.386449358,0.698091525,321.5862,399.5776
RPL17-PS3,0.020203261,0.844442778,0.943243246,190.001,365.2606
SCAMP4,-0.382700651,0.337200035,0.658954187,52.04178,56.14501
GM9616,0.285407291,0.755523272,0.908124357,6.570136,3.491686
BTF3L4B,0.257480854,0.426181928,0.729499338,74.13846,65.80857
